employee_id,role,department,day_index,project_phase,total_work_hours,meeting_hours,meeting_count,after_hours_work,task_assigned_count,task_completed_count,deadline_compression_ratio,task_switching_rate,email_volume,slack_message_count,response_latency_avg,longest_focus_block_minutes,recovery_gap_minutes,weekend_work_ratio,sleep_hours,sleep_consistency_score,hr_variability_index,error_rate,revision_count,decision_reversal_count,output_score,productivity_volatility_index,meeting_density_ratio,load_accumulation_rate,recovery_deficit_score,instability_index,volatility_acceleration,collapse_probability
EMP0001,DevOps,Engineering,110,Launch,12.17,7.3,9,3.48,11,8,0.383,4.68,35,61,35.8,40.2,5.0,0.0,6.28,0.553,24.1,0.0345,1,0,40.0,0.298,0.74,0.956,0.358,0.465,0.285,0.5688
EMP0001,DevOps,Engineering,111,Launch,11.33,2.42,4,3.17,8,6,0.297,1.11,30,63,4.2,95.5,102.1,0.0,6.58,0.542,21.9,0.0201,0,0,43.33,0.221,0.353,0.812,0.061,0.163,0.1796,0.2683
EMP0001,DevOps,Engineering,112,Launch,12.22,6.9,7,4.39,11,7,0.435,1.62,28,80,1.9,88.5,12.7,0.0,6.85,0.568,20.0,0.0334,2,0,48.26,0.225,0.573,1.076,0.052,0.245,0.2422,0.2771
EMP0001,DevOps,Engineering,113,Launch,12.14,2.48,3,3.45,7,4,0.086,0.39,38,76,11.1,58.6,124.6,0.0,6.57,0.617,22.1,0.0241,0,0,47.45,0.206,0.247,0.949,0.236,0.18,0.1954,0.2364
EMP0001,DevOps,Engineering,114,Launch,12.64,4.45,3,4.18,9,6,0.225,3.26,41,71,0.9,57.3,59.4,0.0,6.18,0.513,20.0,0.0206,0,0,48.25,0.272,0.237,1.102,0.27,0.267,0.2999,0.3412
EMP0001,DevOps,Engineering,115,Launch,11.78,1.19,1,3.32,10,8,0.459,2.09,37,70,29.3,79.4,406.4,0.0,6.36,0.562,20.0,0.0372,1,1,40.14,0.245,0.085,0.888,0.135,0.195,0.2174,0.1627
EMP0001,DevOps,Engineering,116,Launch,12.32,3.84,3,3.66,7,5,0.214,1.39,29,60,0.6,62.2,82.6,0.0,6.59,0.573,20.0,0.0314,0,0,45.7,0.226,0.244,0.998,0.215,0.218,0.2254,0.0723
EMP0001,DevOps,Engineering,117,Launch,13.06,7.84,9,4.24,8,7,0.372,2.31,35,82,13.7,63.7,5.0,0.0,5.06,0.632,20.0,0.0321,2,0,40.0,0.275,0.689,1.162,0.309,0.364,0.3197,0.3999
EMP0001,DevOps,Engineering,118,Launch,12.79,7.08,8,3.99,10,7,0.453,2.86,33,59,14.6,76.8,9.0,0.285,5.09,0.643,20.0,0.0526,1,0,43.62,0.285,0.625,1.098,0.234,0.386,0.3128,0.1265
EMP0001,DevOps,Engineering,119,Launch,12.81,7.68,8,4.43,8,4,0.314,0.35,37,58,20.3,66.2,5.0,0.0,6.49,0.573,20.0,0.0194,1,1,45.57,0.207,0.625,1.155,0.2,0.234,0.2391,0.3114
EMP0002,DevOps,Marketing,0,Planning,8.33,1.7,2,0.48,5,4,0.347,0.37,32,32,4.7,95.7,199.1,0.0,8.2,0.843,51.3,0.0,0,0,73.72,0.173,0.24,0.101,0.0,0.059,0.0175,0.0922
EMP0002,DevOps,Marketing,1,Planning,8.4,0.0,0,0.2,12,7,0.204,1.95,28,45,4.0,80.0,219.6,0.0,6.52,0.746,46.1,0.0301,0,0,63.58,0.239,0.0,0.075,0.121,0.155,0.0179,0.1851
EMP0002,DevOps,Marketing,2,Planning,8.71,5.22,5,0.31,4,2,0.187,0.72,19,54,9.5,104.9,44.4,0.0,7.51,0.845,45.4,0.0119,0,1,62.92,0.194,0.574,0.128,0.0,0.16,0.0247,0.1372
EMP0002,DevOps,Marketing,3,Planning,9.02,2.28,2,0.23,7,6,0.245,1.11,25,49,0.9,94.2,157.7,0.0,7.72,0.729,51.6,0.0246,0,0,65.3,0.198,0.222,0.156,0.0,0.127,0.0309,0.1216
EMP0002,DevOps,Marketing,4,Planning,7.54,4.52,5,0.02,9,8,0.193,0.37,35,50,28.1,104.9,38.6,0.0,6.62,0.761,51.3,0.0119,0,0,66.6,0.205,0.663,0.0,0.059,0.185,0.0,0.1279
EMP0002,DevOps,Marketing,5,Planning,8.34,0.55,1,0.43,5,4,0.276,0.82,20,47,1.7,116.3,454.1,0.0,6.85,0.831,60.5,0.0331,0,1,68.98,0.209,0.12,0.096,0.043,0.128,0.0201,0.0643
EMP0002,DevOps,Marketing,6,Planning,8.78,0.67,1,0.63,5,4,0.393,1.77,28,41,7.9,94.5,437.9,0.448,6.86,0.765,42.2,0.0281,1,1,58.89,0.228,0.114,0.176,0.043,0.145,0.0402,0.1313
EMP0002,DevOps,Marketing,7,Planning,8.89,1.19,2,0.08,4,3,0.133,2.29,23,44,12.9,103.9,193.4,0.0,7.89,0.836,53.8,0.0216,1,0,62.53,0.218,0.225,0.121,0.0,0.157,0.0264,0.1586
EMP0002,DevOps,Marketing,8,Planning,8.2,4.92,5,0.68,6,5,0.406,0.43,23,43,1.7,91.0,28.5,0.0,7.86,0.88,49.0,0.0141,1,0,67.67,0.181,0.61,0.11,0.0,0.163,0.0199,0.0846
EMP0002,DevOps,Marketing,9,Planning,8.59,2.53,3,2.04,6,3,0.416,1.07,31,42,1.1,95.6,122.9,0.0,7.98,0.712,50.6,0.0102,0,0,70.88,0.192,0.349,0.329,0.0,0.122,0.0631,0.1163
EMP0002,DevOps,Marketing,10,Planning,9.63,1.55,3,1.69,8,6,0.078,0.99,30,50,25.8,112.6,133.3,0.0,6.5,0.679,46.7,0.012,1,0,60.75,0.22,0.312,0.415,0.067,0.136,0.0913,0.063
EMP0002,DevOps,Marketing,11,Planning,8.76,5.25,6,0.31,9,7,0.116,0.65,22,43,19.1,99.7,34.0,0.0,8.4,0.727,44.7,0.0,0,0,70.32,0.175,0.685,0.134,0.0,0.156,0.0234,0.0634
EMP0002,DevOps,Marketing,12,Planning,9.22,3.32,4,0.36,8,4,0.14,1.39,30,37,24.1,77.9,55.7,0.0,7.01,0.781,47.3,0.0187,1,0,69.88,0.218,0.434,0.198,0.1,0.196,0.0431,0.2069
EMP0002,DevOps,Marketing,13,Planning,8.81,5.29,5,0.98,5,4,0.305,0.24,27,45,16.2,117.5,24.6,0.0,8.39,0.662,50.2,0.0066,0,0,53.22,0.167,0.568,0.224,0.0,0.134,0.0374,0.1094
EMP0002,DevOps,Marketing,14,Planning,8.57,1.84,2,0.99,5,4,0.528,2.41,29,49,2.1,67.4,182.3,0.0,7.52,0.65,55.1,0.0287,0,0,66.63,0.228,0.233,0.195,0.126,0.214,0.0445,0.2023
EMP0002,DevOps,Marketing,15,Planning,8.88,5.33,5,0.93,8,5,0.233,1.59,25,64,4.6,87.3,38.7,0.0,6.35,0.68,56.3,0.0214,0,0,58.57,0.235,0.563,0.226,0.092,0.231,0.0532,0.2383
EMP0002,DevOps,Marketing,16,Planning,8.2,4.12,3,0.23,6,4,0.328,1.39,23,40,0.8,85.7,70.0,0.0,7.49,0.695,59.3,0.0307,0,0,61.35,0.208,0.366,0.054,0.025,0.184,0.0112,0.1698
EMP0002,DevOps,Marketing,17,Planning,8.84,5.31,4,0.8,7,4,0.316,0.88,25,45,67.4,99.4,40.8,0.0,6.92,0.631,45.9,0.0352,1,0,61.46,0.209,0.452,0.205,0.039,0.199,0.0428,0.0885
EMP0002,DevOps,Marketing,18,Planning,8.26,2.61,2,0.81,8,5,0.437,2.81,19,40,8.1,57.1,150.5,0.0,7.45,0.649,48.2,0.0266,0,0,64.72,0.237,0.242,0.134,0.186,0.242,0.0317,0.1105
EMP0002,DevOps,Marketing,19,Planning,8.77,4.51,4,0.07,14,11,0.33,1.75,26,42,8.0,106.7,47.8,0.426,7.79,0.761,56.6,0.0197,0,1,66.45,0.209,0.456,0.105,0.0,0.183,0.0219,0.1178
EMP0002,DevOps,Marketing,20,Planning,8.83,3.15,3,0.47,9,7,0.156,1.15,25,41,33.6,110.2,90.1,0.0,7.01,0.808,47.5,0.0375,0,0,63.74,0.213,0.34,0.162,0.033,0.187,0.0346,0.0698
EMP0002,DevOps,Marketing,21,Planning,8.31,3.89,5,1.43,7,4,0.42,1.44,23,37,9.7,73.2,59.8,0.0,8.33,0.692,54.9,0.0125,0,0,74.19,0.192,0.602,0.218,0.093,0.217,0.0418,0.1892
EMP0002,DevOps,Marketing,22,Planning,9.02,1.42,1,1.85,7,5,0.35,0.9,30,39,21.4,129.7,387.9,0.0,7.41,0.756,52.2,0.0336,0,0,67.36,0.2,0.111,0.359,0.006,0.118,0.0718,0.1091
EMP0002,DevOps,Marketing,23,Planning,8.64,4.7,5,1.03,7,5,0.478,0.27,31,31,9.1,79.5,41.6,0.0,6.75,0.658,52.7,0.0241,1,0,74.09,0.2,0.579,0.209,0.108,0.205,0.0418,0.3233
EMP0002,DevOps,Marketing,24,Planning,8.2,0.0,0,0.02,9,8,0.494,2.94,23,60,26.5,97.1,245.0,0.0,7.49,0.635,48.5,0.022,2,0,61.91,0.239,0.0,0.027,0.001,0.132,0.0066,0.0657
EMP0002,DevOps,Marketing,25,Planning,9.12,2.08,3,0.48,9,6,0.144,1.69,33,45,29.7,80.5,112.7,0.0,7.61,0.808,43.8,0.0216,0,1,62.14,0.212,0.329,0.2,0.053,0.176,0.0424,0.1996
EMP0002,DevOps,Marketing,26,Planning,9.2,1.15,2,0.36,9,7,0.497,0.55,28,50,7.3,93.9,195.5,0.0,6.76,0.769,44.0,0.003,0,0,70.3,0.206,0.217,0.195,0.049,0.081,0.0402,0.1214
EMP0002,DevOps,Marketing,27,Planning,9.24,5.54,6,0.52,5,3,0.29,1.4,27,42,11.9,76.5,22.8,0.0,7.17,0.647,47.2,0.0249,1,0,65.42,0.215,0.649,0.22,0.097,0.251,0.0473,0.1263
EMP0002,DevOps,Marketing,28,Planning,8.89,2.96,3,0.42,9,7,0.105,1.93,31,45,5.0,100.8,105.0,0.0,7.76,0.853,47.4,0.0051,0,0,61.39,0.213,0.337,0.164,0.0,0.136,0.0349,0.0707
EMP0002,DevOps,Marketing,29,Planning,8.6,1.88,2,0.23,8,5,0.252,3.52,34,49,7.5,79.3,177.2,0.0,7.57,0.709,45.9,0.0259,1,0,64.64,0.249,0.233,0.104,0.059,0.222,0.0258,0.2315
EMP0002,DevOps,Marketing,30,Development,11.79,6.59,5,4.22,9,6,0.142,0.89,32,43,1.5,82.2,12.4,0.0,5.99,0.863,32.8,0.0393,0,0,63.09,0.228,0.424,1.001,0.144,0.233,0.2283,0.2132
EMP0002,DevOps,Marketing,31,Development,10.78,4.72,6,2.22,2,1,0.223,0.88,29,49,6.4,110.8,30.3,0.0,6.7,0.646,40.6,0.013,0,0,65.37,0.214,0.557,0.625,0.053,0.18,0.1338,0.1331
EMP0002,DevOps,Marketing,32,Development,11.21,6.72,10,2.41,6,3,0.533,0.58,32,51,0.9,97.5,26.2,0.0,6.31,0.678,36.4,0.0329,1,1,63.98,0.215,0.892,0.703,0.079,0.285,0.151,0.2376
EMP0002,DevOps,Marketing,33,Development,10.78,5.2,6,2.3,7,5,0.765,2.68,42,73,12.3,77.3,33.3,0.0,6.21,0.696,33.0,0.0363,0,0,64.03,0.259,0.557,0.635,0.157,0.311,0.1645,0.1824
EMP0002,DevOps,Marketing,34,Development,10.67,3.29,4,2.01,13,9,0.309,0.98,29,49,31.0,87.2,64.3,0.086,5.66,0.874,36.8,0.0442,1,1,60.67,0.236,0.375,0.585,0.138,0.234,0.1381,0.2132
EMP0002,DevOps,Marketing,35,Development,10.66,2.3,2,2.31,7,6,0.045,1.19,38,49,0.3,75.0,177.2,0.0,7.03,0.815,26.4,0.0007,0,0,64.31,0.213,0.188,0.621,0.115,0.109,0.1323,0.1578
EMP0002,DevOps,Marketing,36,Development,11.65,4.64,4,3.0,9,6,0.318,2.36,26,71,4.5,103.4,35.2,0.0,7.67,0.857,38.9,0.0215,0,0,66.18,0.224,0.343,0.831,0.0,0.182,0.1862,0.0984
EMP0002,DevOps,Marketing,37,Development,11.09,3.01,3,3.18,10,9,0.153,3.57,39,54,17.9,60.1,114.3,0.0,7.72,0.823,45.6,0.01,0,0,66.0,0.247,0.271,0.784,0.166,0.231,0.1936,0.1732
EMP0002,DevOps,Marketing,38,Development,11.83,5.6,4,4.15,8,5,0.157,0.69,27,58,22.0,131.6,33.7,0.0,7.32,0.73,30.0,0.0028,0,0,70.42,0.197,0.338,0.998,0.012,0.098,0.1965,0.1231
EMP0002,DevOps,Marketing,39,Development,11.72,2.95,4,3.93,5,3,0.409,1.32,33,62,19.4,94.7,70.6,0.0,7.14,0.767,39.4,0.0,0,0,63.22,0.214,0.341,0.956,0.024,0.115,0.2046,0.1004
EMP0002,DevOps,Marketing,40,Development,11.69,4.95,4,3.8,11,9,0.296,2.01,32,57,8.7,62.7,42.8,0.242,7.49,0.804,39.1,0.0154,1,0,67.75,0.22,0.342,0.936,0.152,0.205,0.206,0.1715
EMP0002,DevOps,Marketing,41,Development,10.78,5.46,5,2.05,12,7,0.137,1.02,38,47,11.8,125.9,33.3,0.0,6.2,0.655,44.8,0.0323,1,0,65.93,0.226,0.464,0.604,0.087,0.214,0.1364,0.1417
EMP0002,DevOps,Marketing,42,Development,11.47,1.68,2,2.82,9,7,0.251,1.12,29,51,0.9,88.3,177.5,0.0,5.99,0.666,33.6,0.0114,0,1,61.01,0.233,0.174,0.786,0.11,0.124,0.1832,0.133
EMP0002,DevOps,Marketing,43,Development,11.38,4.28,4,2.41,9,5,0.112,0.23,25,50,0.7,116.1,56.1,0.0,6.72,0.858,33.3,0.0285,0,0,65.94,0.2,0.351,0.724,0.052,0.15,0.1448,0.1198
EMP0002,DevOps,Marketing,44,Development,11.91,2.78,4,3.05,9,6,0.221,1.51,33,50,10.6,91.7,72.4,0.0,6.87,0.703,34.0,0.0119,0,2,63.99,0.223,0.336,0.87,0.042,0.149,0.194,0.155
EMP0002,DevOps,Marketing,45,Development,11.97,4.13,6,4.26,6,4,0.155,1.5,30,53,0.4,96.2,41.8,0.0,6.84,0.83,24.1,0.0315,0,0,66.47,0.223,0.501,1.029,0.044,0.221,0.2294,0.3274
EMP0002,DevOps,Marketing,46,Development,10.79,4.73,5,1.96,7,6,0.173,0.18,30,59,10.3,101.4,41.4,0.0,6.66,0.622,35.9,0.0163,0,0,60.75,0.2,0.463,0.594,0.056,0.147,0.1187,0.069
EMP0002,DevOps,Marketing,47,Development,12.29,4.15,4,3.61,11,8,0.532,2.59,41,53,18.5,99.8,48.8,0.0,6.38,0.62,30.6,0.0291,0,0,56.08,0.254,0.325,0.987,0.075,0.223,0.2508,0.341
EMP0002,DevOps,Marketing,48,Development,11.75,3.21,3,3.86,7,4,0.389,2.08,25,63,4.6,74.9,109.0,0.0,6.8,0.764,22.5,0.039,1,0,73.02,0.236,0.255,0.951,0.131,0.231,0.2245,0.1725
EMP0002,DevOps,Marketing,49,Development,11.53,3.93,7,3.03,10,8,0.112,2.08,25,55,42.5,55.1,39.4,0.0,7.19,0.631,38.6,0.0155,0,0,70.91,0.228,0.607,0.82,0.215,0.279,0.187,0.2605
EMP0002,DevOps,Marketing,50,Development,11.88,1.24,2,3.31,9,8,0.285,0.62,42,59,16.5,77.9,197.0,0.0,6.17,0.699,30.3,0.011,0,1,60.78,0.219,0.168,0.899,0.156,0.121,0.1968,0.1581
EMP0002,DevOps,Marketing,51,Development,12.33,6.92,7,3.85,6,3,0.061,1.97,27,57,2.7,99.2,17.5,0.0,6.19,0.636,34.1,0.0433,1,0,61.41,0.246,0.568,1.022,0.087,0.285,0.2515,0.1766
EMP0002,DevOps,Marketing,52,Development,11.81,6.37,6,4.02,9,7,0.464,2.34,40,65,15.2,69.5,29.3,0.0,6.83,0.726,36.0,0.0342,0,0,67.8,0.24,0.508,0.979,0.159,0.288,0.2349,0.2223
EMP0002,DevOps,Marketing,53,Development,11.6,2.6,3,2.75,9,8,0.369,0.66,39,58,4.0,88.1,113.1,0.0,6.82,0.792,35.7,0.016,0,0,58.88,0.207,0.259,0.794,0.056,0.12,0.1643,0.1475
EMP0002,DevOps,Marketing,54,Development,11.43,2.78,3,2.59,11,8,0.478,3.78,30,55,0.5,96.6,126.5,0.214,6.81,0.707,39.1,0.0431,0,1,62.81,0.269,0.262,0.752,0.046,0.266,0.2024,0.1338
EMP0002,DevOps,Marketing,55,Development,11.45,1.49,1,2.67,5,3,0.104,0.32,31,54,49.2,104.3,386.8,0.438,7.26,0.705,31.1,0.0048,0,0,74.26,0.191,0.087,0.765,0.016,0.041,0.1461,0.1436
EMP0002,DevOps,Marketing,56,Development,12.4,3.96,3,3.94,5,4,0.669,1.34,26,39,0.2,84.9,69.8,0.0,5.88,0.873,35.9,0.0583,1,1,70.84,0.239,0.242,1.042,0.136,0.246,0.2492,0.215
EMP0002,DevOps,Marketing,57,Development,11.61,3.58,4,2.83,12,8,0.143,2.59,36,44,17.9,91.4,71.7,0.0,5.59,0.804,31.7,0.0494,1,0,58.56,0.27,0.345,0.805,0.127,0.284,0.2174,0.1412
EMP0002,DevOps,Marketing,58,Development,11.06,3.2,5,2.62,9,8,0.601,1.15,35,67,2.9,81.0,64.0,0.0,6.94,0.809,38.4,0.0296,0,0,58.9,0.214,0.452,0.71,0.087,0.21,0.1519,0.2117
EMP0002,DevOps,Marketing,59,Development,12.32,3.7,6,3.51,9,8,0.608,4.23,36,54,10.5,74.1,39.1,0.0,6.24,0.852,37.4,0.0523,0,0,53.86,0.29,0.487,0.979,0.172,0.381,0.2838,0.3486
EMP0002,DevOps,Marketing,60,Testing,13.81,3.88,3,4.87,9,7,0.338,1.44,42,56,11.3,61.2,80.0,0.0,7.38,0.684,27.9,0.04,0,0,56.58,0.211,0.217,1.335,0.168,0.217,0.2817,0.2925
EMP0002,DevOps,Marketing,61,Testing,13.7,3.85,6,4.84,13,8,0.843,1.15,38,60,25.4,120.7,51.2,0.086,6.3,0.748,20.0,0.0209,0,0,58.33,0.227,0.438,1.318,0.08,0.188,0.2991,0.1897
EMP0002,DevOps,Marketing,62,Testing,12.52,0.0,0,5.09,12,10,0.407,1.47,46,54,30.1,70.8,223.3,0.0,6.32,0.804,32.8,0.0245,0,0,49.03,0.233,0.0,1.201,0.185,0.149,0.2799,0.1893
EMP0002,DevOps,Marketing,63,Testing,13.03,5.69,5,4.23,4,2,0.217,1.95,33,57,19.6,82.7,15.0,0.0,6.8,0.634,20.0,0.0246,1,0,65.12,0.233,0.384,1.158,0.087,0.211,0.2697,0.1637
EMP0002,DevOps,Marketing,64,Testing,13.05,3.17,3,4.33,10,7,0.479,3.41,27,65,17.3,96.5,95.9,0.0,6.38,0.657,32.6,0.0316,0,0,60.56,0.271,0.23,1.172,0.075,0.234,0.3177,0.1063
EMP0002,DevOps,Marketing,65,Testing,13.79,6.29,5,4.8,7,4,0.147,1.75,34,70,15.5,90.2,12.5,0.0,6.24,0.621,29.7,0.0382,1,0,63.7,0.24,0.363,1.324,0.084,0.227,0.3177,0.237
EMP0002,DevOps,Marketing,66,Testing,13.56,2.1,3,4.67,7,5,0.314,2.02,35,68,40.8,84.3,130.2,0.0,6.01,0.844,33.3,0.0407,0,1,60.29,0.25,0.221,1.279,0.131,0.226,0.3197,0.2739
EMP0002,DevOps,Marketing,67,Testing,14.0,6.78,7,5.61,8,5,0.312,1.16,41,67,2.1,102.4,26.0,0.0,6.19,0.721,20.0,0.0199,0,0,60.54,0.229,0.5,1.451,0.087,0.201,0.3323,0.2184
EMP0002,DevOps,Marketing,68,Testing,12.0,6.57,6,3.06,15,9,0.55,0.75,41,66,14.9,86.8,6.7,0.294,6.63,0.683,30.9,0.0215,0,2,62.2,0.212,0.5,0.883,0.076,0.188,0.1871,0.1498
EMP0002,DevOps,Marketing,69,Testing,12.82,4.76,4,4.31,10,9,0.514,1.06,35,55,4.4,101.3,55.6,0.325,6.31,0.661,20.1,0.0334,0,0,63.54,0.225,0.312,1.141,0.079,0.185,0.2568,0.2461
EMP0002,DevOps,Marketing,70,Testing,13.78,3.93,3,4.87,12,10,0.227,2.79,47,69,9.7,46.7,80.9,0.0,6.91,0.658,30.0,0.0228,1,0,67.83,0.248,0.218,1.331,0.28,0.257,0.3301,0.273
EMP0002,DevOps,Marketing,71,Testing,12.44,7.47,8,4.4,9,7,0.442,2.0,44,61,40.7,65.3,5.0,0.0,5.76,0.72,28.7,0.0455,0,1,57.83,0.255,0.643,1.105,0.253,0.356,0.2818,0.2401
EMP0002,DevOps,Marketing,72,Testing,13.36,7.58,6,4.79,10,7,0.389,3.87,38,58,88.2,76.3,5.0,0.0,6.02,0.644,32.0,0.0387,0,1,62.31,0.287,0.449,1.269,0.175,0.336,0.3641,0.3993
EMP0002,DevOps,Marketing,73,Testing,12.67,7.6,8,4.02,7,5,0.346,1.78,35,61,21.8,67.2,5.0,0.0,6.29,0.83,25.9,0.0302,0,0,59.26,0.24,0.631,1.086,0.207,0.302,0.2607,0.1481
EMP0002,DevOps,Marketing,74,Testing,13.56,0.68,1,5.12,7,4,0.349,0.94,47,56,5.4,122.0,440.7,0.0,7.62,0.749,25.1,0.0122,1,0,70.53,0.196,0.074,1.335,0.0,0.067,0.2617,0.1059
EMP0002,DevOps,Marketing,75,Testing,13.58,8.15,6,5.35,8,7,0.341,3.64,23,60,2.0,71.3,5.0,0.0,5.76,0.683,27.2,0.0438,0,1,49.29,0.288,0.442,1.366,0.22,0.351,0.3935,0.3614
EMP0002,DevOps,Marketing,76,Testing,13.86,2.29,3,5.35,11,8,0.626,2.06,34,60,11.6,62.2,111.3,0.0,5.97,0.818,22.8,0.048,0,0,58.09,0.252,0.216,1.401,0.256,0.278,0.3531,0.1656
EMP0002,DevOps,Marketing,77,Testing,13.38,8.03,6,4.46,8,7,0.237,1.7,37,54,0.3,81.6,5.0,0.0,6.54,0.79,26.5,0.0282,0,0,66.23,0.233,0.448,1.23,0.111,0.23,0.2866,0.1214
EMP0002,DevOps,Marketing,78,Testing,13.6,2.24,2,5.02,10,8,0.26,1.16,42,65,6.7,86.7,172.7,0.0,6.35,0.643,28.7,0.0336,0,0,66.73,0.226,0.147,1.328,0.095,0.16,0.3,0.0788
EMP0002,DevOps,Marketing,79,Testing,14.0,6.42,11,5.39,10,6,0.279,1.86,39,63,40.2,104.1,5.6,0.0,5.51,0.738,20.0,0.0394,3,0,61.9,0.257,0.786,1.424,0.133,0.332,0.3659,0.3375
EMP0002,DevOps,Marketing,80,Testing,13.4,0.0,0,4.65,8,6,0.309,0.51,35,56,18.6,119.3,248.0,0.0,6.75,0.704,29.5,0.0442,0,1,57.34,0.205,0.0,1.256,0.05,0.119,0.2575,0.1914
EMP0002,DevOps,Marketing,81,Testing,13.41,7.16,5,5.88,11,6,0.239,2.63,32,57,2.2,81.1,22.6,0.0,7.08,0.712,21.0,0.0186,1,0,62.91,0.241,0.373,1.411,0.077,0.214,0.3401,0.1491
EMP0002,DevOps,Marketing,82,Testing,13.32,2.69,3,4.83,10,6,0.139,1.63,41,60,24.4,104.8,100.2,0.0,5.6,0.823,30.2,0.0285,0,1,58.93,0.251,0.225,1.269,0.127,0.189,0.3185,0.1207
EMP0002,DevOps,Marketing,83,Testing,13.17,2.93,5,5.84,9,7,0.53,1.1,35,71,59.1,97.3,77.6,0.388,7.35,0.804,20.0,0.0381,0,0,68.13,0.205,0.38,1.376,0.01,0.188,0.2821,0.0891
EMP0002,DevOps,Marketing,84,Testing,14.0,5.46,6,5.48,9,8,0.466,1.93,32,54,0.6,78.9,32.4,0.0,6.44,0.636,20.0,0.0243,0,0,51.86,0.24,0.429,1.435,0.132,0.232,0.3444,0.1084
EMP0002,DevOps,Marketing,85,Testing,13.99,4.36,3,6.01,12,9,0.193,0.93,37,76,9.4,109.7,97.1,0.0,6.74,0.84,23.3,0.0295,1,1,62.64,0.214,0.214,1.5,0.051,0.145,0.321,0.1478
EMP0002,DevOps,Marketing,86,Testing,14.0,3.0,5,5.42,11,9,0.279,1.04,28,60,18.3,94.3,52.7,0.0,6.04,0.83,22.6,0.0282,0,0,72.85,0.23,0.357,1.428,0.097,0.188,0.3283,0.2027
EMP0002,DevOps,Marketing,87,Testing,14.0,1.74,3,5.33,18,12,0.184,3.1,31,51,5.6,66.9,126.5,0.0,6.96,0.713,20.0,0.0217,1,0,66.04,0.253,0.214,1.416,0.164,0.229,0.3583,0.2325
EMP0002,DevOps,Marketing,88,Testing,14.0,6.55,5,5.73,13,12,0.38,1.31,30,67,3.2,122.9,14.4,0.0,5.9,0.842,23.9,0.0471,0,0,77.98,0.238,0.357,1.466,0.107,0.237,0.349,0.2668
EMP0002,DevOps,Marketing,89,Testing,14.0,4.12,3,5.05,6,4,0.316,1.7,35,53,8.7,73.3,87.9,0.0,5.85,0.622,20.0,0.0282,0,0,58.14,0.247,0.214,1.381,0.203,0.211,0.3412,0.1198
EMP0002,DevOps,Marketing,90,Launch,14.0,3.87,4,5.05,11,8,0.469,2.41,35,63,31.8,100.4,51.4,0.0,6.24,0.666,20.0,0.0238,0,0,55.98,0.253,0.286,1.381,0.084,0.202,0.3495,0.2257
EMP0002,DevOps,Marketing,91,Launch,14.0,4.09,5,5.37,12,8,0.33,0.63,36,65,57.0,109.9,50.4,0.0,5.18,0.739,23.8,0.037,0,0,64.64,0.239,0.357,1.421,0.155,0.211,0.3397,0.2875
EMP0002,DevOps,Marketing,92,Launch,14.0,2.06,3,5.06,9,5,0.183,1.55,39,66,8.8,79.5,113.8,0.0,5.86,0.777,22.4,0.0537,0,1,73.07,0.244,0.214,1.382,0.168,0.247,0.3373,0.2288
EMP0002,DevOps,Marketing,93,Launch,14.0,6.72,7,6.36,17,16,0.574,3.45,41,61,11.7,70.8,24.9,0.0,6.61,0.704,22.7,0.0453,1,0,62.44,0.267,0.5,1.545,0.166,0.344,0.4125,0.479
EMP0002,DevOps,Marketing,94,Launch,14.0,3.93,7,5.03,9,7,0.622,0.47,52,56,8.1,91.3,49.7,0.0,6.33,0.65,30.2,0.0206,0,0,57.15,0.213,0.5,1.379,0.078,0.179,0.2937,0.1291
EMP0002,DevOps,Marketing,95,Launch,14.0,1.09,2,5.66,10,8,0.11,2.19,33,50,25.1,61.3,196.5,0.0,6.38,0.718,27.6,0.0283,1,0,56.31,0.246,0.143,1.458,0.234,0.221,0.3585,0.1786
EMP0002,DevOps,Marketing,96,Launch,14.0,4.69,4,5.95,11,7,0.377,1.12,40,57,31.6,105.7,40.0,0.0,5.5,0.686,24.8,0.0574,1,0,59.09,0.242,0.286,1.494,0.133,0.246,0.3615,0.2977
EMP0002,DevOps,Marketing,97,Launch,14.0,3.25,4,6.06,11,7,0.334,0.34,38,58,14.2,112.1,80.2,0.0,5.71,0.83,20.0,0.0404,0,0,52.91,0.223,0.286,1.507,0.119,0.184,0.3362,0.1472
EMP0002,DevOps,Marketing,98,Launch,14.0,3.86,5,5.12,10,8,0.446,1.23,44,72,17.3,77.1,58.6,0.0,6.82,0.619,20.0,0.0346,0,0,66.86,0.218,0.357,1.39,0.117,0.213,0.303,0.1794
EMP0002,DevOps,Marketing,99,Launch,14.0,2.97,4,7.99,7,6,0.629,2.38,32,73,14.4,63.9,62.6,0.0,5.97,0.879,31.0,0.0214,2,0,57.58,0.258,0.286,1.749,0.247,0.245,0.4512,0.2534
EMP0002,DevOps,Marketing,100,Launch,14.0,1.01,1,5.53,16,12,0.102,2.45,40,71,80.6,97.0,412.2,0.0,5.8,0.835,23.3,0.0404,1,0,59.75,0.263,0.071,1.441,0.113,0.203,0.379,0.3333
EMP0002,DevOps,Marketing,101,Launch,14.0,7.27,8,6.41,6,5,0.627,1.14,46,67,19.5,85.3,5.0,0.0,6.47,0.873,23.3,0.0395,0,0,58.46,0.223,0.571,1.551,0.095,0.256,0.3459,0.1784
